2026-02-21 17:42:58 | INFO | conftest:auth_state | Performing session-level authentication...
2026-02-21 17:42:58 | INFO | framework.locators.main_interfaces:open | Opening page SignInPage at https://test.detelio.ai
2026-02-21 17:42:58 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for SignInPage to be loaded
2026-02-21 17:43:00 | INFO | framework.locators.sign_in_page:login | ✓ Entering username
2026-02-21 17:43:00 | INFO | framework.locators.sign_in_page:login | ✓ Entering password
2026-02-21 17:43:00 | INFO | framework.locators.sign_in_page:login | ✓ Clicking login button
2026-02-21 17:43:00 | INFO | framework.locators.sign_in_page:login | ✓ Verifying login success
2026-02-21 17:43:01 | INFO | conftest:auth_state | ✓ Authentication successful. State saved to state/auth_state.json
2026-02-21 17:43:01 | INFO | framework.locators.main_interfaces:open | Opening page AdminPage at https://test.detelio.ai
2026-02-21 17:43:02 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for AdminPage to be loaded
2026-02-21 17:43:03 | INFO | framework.locators.main_interfaces:navigate_to_links | Navigating to links
2026-02-21 17:43:03 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:04 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:04 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:05 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:06 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:09 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:09 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:19 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: Susan Henderson
2026-02-21 17:43:20 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:20 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:22 | MANUAL | framework.locators.admin_pages.links_page:select_search_option | ✓ Selected search option: Email
2026-02-21 17:43:22 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: audrey01@example.com
2026-02-21 17:43:23 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:23 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:25 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: Sus
2026-02-21 17:43:26 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:26 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:28 | MANUAL | framework.locators.admin_pages.links_page:select_search_option | ✓ Selected search option: Email
2026-02-21 17:43:28 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: audre
2026-02-21 17:43:29 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:30 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:33 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: Manning, Brennan and Rodriguez
2026-02-21 17:43:34 | MANUAL | framework.locators.admin_pages.links_page:clear_search | ✓ Cleared search
2026-02-21 17:43:34 | MANUAL | framework.locators.admin_pages.links_page:search_links | ✓ Search: Susan Henderson
2026-02-21 17:43:35 | INFO | framework.locators.main_interfaces:open | Opening page LinksPage at https://test.detelio.ai/workflows/links
2026-02-21 17:43:35 | INFO | framework.locators.main_interfaces:wait_loaded | Waiting for LinksPage to be loaded
2026-02-21 17:43:36 | INFO | framework.locators.admin_pages.links_page:set_deadline_date_range_filter | ✓ Set deadline date range filter: 23.02.2026 - 23.02.2026
